Length,Ratings,Review,label
leneight,ratingfive,"this is extremely cooler than than temple run 1.
",non-info
lenfive,ratingfive,"i enjoy playing this game. :-)
",non-info
lensix,ratingfive,"awesumm no lag full of adventure
",non-info
lensix,ratingfive,"i love thiss game do u ?
",non-info
leneight,ratingfive,"fun game, pretty tough nut i like that
",non-info
lenfour,ratingfive,"it's awesome graphics...
",non-info
lenfour,ratingfive,"better then first one.
",non-info
lenthree,ratingfive,"i enjoyed more..
",non-info
leneleven,ratingfive,"other than that this game is worthy to take space up!
",non-info
lenseven,ratingfive,"love it but sometimes it is crazy
",non-info
lenfive,ratingfive,"hours upon hours of fun!
",non-info
lensixteen,ratingtwo,"i'm sad that these games are made for people who think these graphics are good.
",non-info
leneight,ratingfive,"i would totaly recomend this game for everyone.
",non-info
lenseventeen,ratingfour,"fun game with more ways to run, but it can make you a little dizzy at times
",non-info
lenten,ratingfive,"don't download if you have an addictive personality :p
",non-info
lenseven,ratingtwo,"love the game but is real glitchy.
",non-info
leneighteen,ratingfive,"its a good, frustrating chalenge if you really far on and someone distarcts you it can be annying.
",non-info
lenfive,ratingfive,"i strongly recomend this game.
",non-info
leneight,ratingtwo,"temple run 2 is definitely better than temple run.
",non-info
lennine,ratingfive,"so much more stuff to do and better graphics.
",non-info
lentwentynine,ratingfive,"i love the courses and the challenge and you should get the first one to and they should make it so the coins from both games combind to geather
",non-info
lentwelve,ratingone,"i find some templerun the first 1 a lot better than templerun two
",non-info
lentwelve,ratingfive,"one of my fav games to play while i'm killing time!
",non-info
lensix,ratingfive,"love the features of the game!
",non-info
lentwelve,ratingfive,"runs great on my htc and i havnt found any problems yet ;)
",non-info
leneleven,ratingfive,"i end up playing this more than my other paid games.
",non-info
lenseven,ratingfive,"this is a great game to play
",non-info
lentwo,ratingfour,"awesome game...
",non-info
lenfive,ratingfive,"nice game i like that
",non-info
leneight,ratingfive,"2 hrs into it and still playing means good
",non-info
lenseven,ratingfive,"of course not better than temple run 1
",non-info
lenfive,ratingfive,"overall, its an excellent game
",non-info
lenthirteen,ratingfive,"the best you people out did the first keep up the great job!
",non-info
leneight,ratingfive,"more exciting more better than the first one.
",non-info
lenfive,ratingfour,"more challenging then temple run.
",non-info
lenfour,ratingfour,"cool game cool game.
",non-info
lennine,ratingfive,"the game has exellent graphics and great game play.
",non-info
lenseven,ratingfive,"me and my kids enjoy playing it.
",non-info
lenfifteen,ratingfive,"i love playing games and i must say to is a good game to play.
",non-info
lenseven,ratingfive,"the new temple run is awsome game
",non-info
lenseven,ratingfive,"omg i'm addicted to temple run 2!!!!
",non-info
lenthirteen,ratingfive,"this game is awesome can't wait for temple run 3 to come out.
",non-info
lenfourteen,ratingfive,"i am so happy thou and i don't even know why i am :-)
",non-info
lenten,ratingfive,"this is a really awesome game and i rate it 5 (^_^)
",non-info
lenseven,ratingone,"please fix on older devices htc desire
",non-info
lentwelve,ratingfive,"one of the best free fun games i have seen in 10 years.
",non-info
lensix,ratingone,"my phone is the htc desire.
",non-info
lennine,ratingfive,"i love the upgrades this game is just amazing
",non-info
lenthree,ratingfive,"fast paced game.
",non-info
lenten,ratingfive,"temple run 2 is way better than the original temple run!
",non-info
lenfive,ratingfive,"this game i very addictive:)
",non-info
lensix,ratingfive,"i would definitely give it 5 stars!!!!!
",non-info
lensix,ratingfive,"great follow up with better graphics.
",non-info
lensix,ratingfive,"runs great on my fusion 5 tablet
",non-info
lenfour,ratingfive,"awesome game love it ;)
",non-info
lenfour,ratingfive,"great game love it
",non-info
lenthree,ratingfive,"fun fun fun :-)
",non-info
lensix,ratingthree,"its a nice game to play.
",non-info
leneight,ratingfour,"graphics are great and it helps pass time.
",non-info
leneleven,ratingfive,"this game is aallot of fun and i thoroughly enjoy it!!
",non-info
lenfive,ratingfive,"awsome game looovin it. :d
",non-info
leneleven,ratingthree,"i've had to constantly un- install and install this game.
",non-info
lenseven,ratingthree,"the same happen before with temple run...
",non-info
lenseven,ratingthree,"i finally stopped playing thegame game altogether.
",non-info
lenseventeen,ratingthree,"its not the phone either bc i have owned four devices and does the same on all
",non-info
lennine,ratingfour,"i liked the first game much more than this..
",non-info
lenfour,ratingfour,"but still agood game
",non-info
lenfour,ratingfive,"i love temple run 2!
",non-info
lenfour,ratingone,"please fix imangi studios!
",non-info
lensix,ratingone,"im playing this on an android 4.0.4!
",non-info
lenfive,ratingone,"so im starting hating iit!
",non-info
lentwelve,ratingfive,"i played it on my friend phone and i like it already
",non-info
lenfive,ratingthree,"i absolutely love temple run.
",non-info
lentwelve,ratingthree,"please fix and i will be happy to change the rate to 5stars.
",non-info
lenfive,ratingfive,"this app is so cool.
",non-info
lenseven,ratingfive,"that i play it evry single day.
",non-info
leneleven,ratingfive,"i reccomend this to evryone hwo enjoyed the first temple run!!!!
",non-info
leneleven,ratingfive,"hope you fix this so i can move to level nine
",non-info
lennine,ratingfive,"i love this game it's so much fun
",non-info
lenseven,ratingfive,"works tip top on galaxy s3 mini 5 stars
",non-info
lenfour,ratingone,"improve the bug quickly...
",non-info
lentwentyone,ratingfive,"this game is the best because i can play and get lots of coins when i want and that is cool
",non-info
lenfive,ratingfive,"really like the mine ride.
",non-info
lenthree,ratingfive,"love playing it..
",non-info
lenfour,ratingfive,"runs smooth on my s3
",non-info
lenfour,ratingfive,"it's quite awsm.
",non-info
leneight,ratingfive,"with more advanced features tough stages new challenges.
",non-info
lenseven,ratingfive,"i liked it more then any app
",non-info
lenfourteen,ratingfive,"much much better than the first one, could use more characters to unlock though
",non-info
lenten,ratingfive,"it's awsome c: im addicted to this game :d
",non-info
lenfifteen,ratingfive,"this game is way better than the first one it has better challenges and courses
",non-info
lennine,ratingfive,"it never freezes and is 1 of mi favs:p
",non-info
lenfive,ratingfive,"great graphics and game play!
",non-info
lenten,ratingfive,"you guys r awesome your only competiter is subway surfer
",non-info
lenthree,ratingone,"temple run 1 + hills
",non-info
lenseven,ratingfour,"feels like i'm running for real. .
",non-info
leneleven,ratingtwo,"it's a good game but not better than 1 st one..
",non-info
lentwenty,ratingfive,"atleast it looks better on my galaxy so thats a good explanation as to why it might of taken longer ;-)
",non-info
lenfour,ratingfive,"awesome on galaxy tab 2, 10.1
",non-info
lenfour,ratingfive,"better than temple run
",non-info
lenfifteen,ratingfive,"all their is a glitch always glitches but good game cant get on no more.
",non-info
lenfourteen,ratingfive,"temple run 2 i s really great when compared to previos version on temple run..
",non-info
lenfive,ratingfive,"but frequent updates correct the..
",non-info
lenthree,ratingfive,"awesome imangi studios...
",non-info
lenfourteen,ratingfive,"thre are mang ever ending runnjng games but temple run has its own uniqueness...
",non-info
lensix,ratingfive,"and always number 1 in play store!!
",non-info
lenfive,ratingfive,"graphics are really great tho.
",non-info
lentwelve,ratingone,"pretty to look at but don't enjoy as much as version 1
",non-info
lensix,ratingfive,"yup its badass didn't disappoint
",non-info
lensixteen,ratingfive,"i love this game it feel as iam in size of the game it the best :) <3
",non-info
lennine,ratingone,"tried re-installing many times, still can't play. :(
",non-info
lenfive,ratingfive,"better graphics and nice game
",non-info
lensix,ratingfive,"i really enjoy this epic app.
",non-info
leneleven,ratingfive,"i would love to do upgrades and do more than run.
",non-info
lennine,ratingfive,"its really good but not better than subway surfers. ;)*
",non-info
lensix,ratingfive,"cant get enough of this game...
",non-info
lenfour,ratingfive,"so addicting lol <3 it
",non-info
leneleven,ratingfive,"much more exciting than the first, and that one was great.
",non-info
lennine,ratingfive,"this is an amazing game and is so addictive..........
",non-info
lennine,ratingfive,"this game is fun but also helps your concentration
",non-info
lensix,ratingfive,"this is a really look game...
",non-info
lensix,ratingfive,"i wish i discovered it sooner...
",non-info
lenseven,ratingfive,"but oh well; better late than never.
",non-info
lentwentytwo,ratingone,"i uninstalled this app and then tried it again and it still did the same thing so i am uninstalling it again.
",non-info
leneight,ratingfive,"the best time pass game on my note 2.
",non-info
lenthirteen,ratingfive,"play it 100's of time still you won't get bored of it ;)
",non-info
lenthree,ratingfive,"better than ever.
",non-info
lensix,ratingfive,"superb graphics;improved visuals;very addictive.
",non-info
lenfive,ratingfive,"easier than the first version
",non-info
lenfour,ratingfive,"same game, new twists.
",non-info
lenthree,ratingfive,"hours of fun
",non-info
lenfour,ratingfive,"great game extremely addicting.
",non-info
leneight,ratingfive,"good graphics more things to pay attention to.
",non-info
lenseven,ratingfive,"works fine on my device ., more challenging.
",non-info
lenseven,ratingfive,"nice upgradation nice work fully satisfied game.
",non-info
lenfive,ratingfour,"rest excellent job keep improving.
",non-info
leneleven,ratingfive,"something new something stylish something innovative but temple run 1 was better
",non-info
lennine,ratingfour,"i never usualky play games on my phone (galaxy s3).
",non-info
leneleven,ratingfour,"i find them boring and rubbish when compared to a console.
",non-info
leneight,ratingfour,"however this games is absolutely bl*#dy brilliant!
",non-info
lennine,ratingfive,"i love temple run 2 its so cool and entertaining
",non-info
